satisfaction,effort,time,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11,req_12,req_13,req_14,req_15,req_16,req_17,req_18,req_19,req_20,req_21,req_22,req_23,req_24,req_25,req_26,req_27,req_28,req_29,req_30,req_31,req_32,req_33,req_34,req_35,req_36,req_37,req_38,req_39,req_40,req_41,req_42,id,scope,productivity,squandering,response,opportunity,stcov_cv1,stcov_cv2,stcov_cv3,stcov_cv4,cluster,cluster_str,group_label
1636.4,225,1336.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0.19047619047619047,7.27288888888889,0.8412138320395202,5.937777777777778,1.2248502994011976,0.19747899159654647,0.20883534136518228,0.24545454545439668,0.2238267148013286,1,1,Cluster 1 (n=77)
1544.0,228,1475.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0.19047619047619047,6.771929824561403,0.8390966831333804,6.469298245614035,1.046779661016949,0.2184873949578812,0.23694779116434145,0.2606060606059027,0.2418772563175648,1,1,Cluster 1 (n=77)
1572.0,273,1433.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.16666666666666666,5.758241758241758,0.8073394495412844,5.249084249084249,1.0969993021632938,0.2184873949578812,0.3012048192767052,0.26969696969680623,0.2238267148013286,1,1,Cluster 1 (n=77)
1687.4,275,1405.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0.19047619047619047,6.136,0.8059280169371913,5.109090909090909,1.200996441281139,0.20588235294108034,0.22489959839327323,0.24545454545439668,0.23465703971107033,1,1,Cluster 1 (n=77)
1740.4,278,1445.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,0.21428571428571427,6.2604316546762595,0.8038108680310515,5.197841726618705,1.2044290657439447,0.2100840336133473,0.22891566265029598,0.25757575757560147,0.24548736462081203,1,1,Cluster 1 (n=77)
1648.0,281,1584.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18,0.21428571428571427,5.864768683274021,0.8016937191249118,5.637010676156583,1.0404040404040404,0.23109243697468204,0.2570281124494551,0.27272727272710745,0.2635379061370482,1,1,Cluster 1 (n=77)
1843.4,291,1552.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0.21428571428571427,6.334707903780069,0.7946365561044461,5.333333333333333,1.1877577319587629,0.23109243697468204,0.24497991967838692,0.27272727272710745,0.2563176895305537,1,1,Cluster 1 (n=77)
1728.0,292,1580.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.19047619047619047,5.917808219178082,0.7939308398023994,5.410958904109589,1.0936708860759494,0.24369747899148286,0.3212851405618189,0.29696969696951697,0.24548736462081203,1,1,Cluster 1 (n=77)
1740.0,299,1611.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0.19047619047619047,5.8193979933110365,0.7889908256880734,5.3879598662207355,1.080074487895717,0.25210084033601676,0.31325301204777345,0.29696969696951697,0.24548736462081203,1,1,Cluster 1 (n=77)
1765.0,303,1624.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0.19047619047619047,5.8250825082508255,0.7861679604798871,5.35973597359736,1.0868226600985222,0.2478991596637498,0.3212851405618189,0.29696969696951697,0.259927797833801,1,1,Cluster 1 (n=77)
1797.0,306,1658.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0.21428571428571427,5.872549019607843,0.7840508115737473,5.4183006535947715,1.0838359469240049,0.2647058823528176,0.365461847389069,0.2999999999998182,0.23826714801431756,1,1,Cluster 1 (n=77)
1884.0,308,1727.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0.21428571428571427,6.116883116883117,0.7826393789696542,5.607142857142857,1.0909090909090908,0.26890756302508456,0.34136546184693256,0.3242424242422277,0.26714801444029546,1,1,Cluster 1 (n=77)
1986.0,316,1724.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,0.16666666666666666,6.284810126582278,0.7769936485532816,5.455696202531645,1.1519721577726219,0.26890756302508456,0.3574297188750235,0.3242424242422277,0.24548736462081203,1,1,Cluster 1 (n=77)
1868.0,320,1743.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.23809523809523808,5.8375,0.7741707833450953,5.446875,1.0717154331612162,0.3025210084032201,0.3333333333328871,0.2999999999998182,0.24548736462081203,1,1,Cluster 1 (n=77)
1955.0,322,1807.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0.23809523809523808,6.071428571428571,0.7727593507410021,5.611801242236025,1.0819037078029883,0.28991596638641925,0.36947791164609173,0.32727272727252893,0.26714801444029546,1,1,Cluster 1 (n=77)
1960.0,327,1794.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.23809523809523808,5.99388379204893,0.7692307692307693,5.486238532110092,1.0925306577480491,0.28151260504188536,0.3534136546180008,0.32727272727252893,0.2851985559565316,1,1,Cluster 1 (n=77)
1967.0,329,1838.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.23809523809523808,5.9787234042553195,0.7678193366266761,5.586626139817629,1.0701849836779107,0.29831932773095315,0.3614457831320463,0.32727272727252893,0.26714801444029546,1,1,Cluster 1 (n=77)
2144.0,332,1873.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,0.19047619047619047,6.457831325301205,0.7657021877205363,5.641566265060241,1.1446876668446342,0.2941176470586862,0.3614457831320463,0.35151515151493845,0.2743682310467899,1,1,Cluster 1 (n=77)
2111.0,338,1954.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0.2619047619047619,6.245562130177515,0.7614678899082569,5.781065088757397,1.0803480040941658,0.31512605042002095,0.3895582329312054,0.35454545454523967,0.28880866425977886,1,1,Cluster 1 (n=77)
2086.0,345,1956.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0.23809523809523808,6.046376811594203,0.7565278757939309,5.6695652173913045,1.0664621676891615,0.310924369747754,0.3935742971882282,0.35151515151493845,0.2815884476532844,1,1,Cluster 1 (n=77)
2300.0,351,2020.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33,0.21428571428571427,6.552706552706553,0.7522935779816514,5.754985754985755,1.1386138613861385,0.3193277310922879,0.38152610441715995,0.37878787878764925,0.2960288808662733,1,1,Cluster 1 (n=77)
2242.0,361,2103.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0.2619047619047619,6.2105263157894735,0.7452364149611856,5.825484764542936,1.0660960532572517,0.3361344537813557,0.41365461847334184,0.37878787878764925,0.3032490974727678,1,1,Cluster 1 (n=77)
2369.0,365,2098.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35,0.23809523809523808,6.49041095890411,0.7424135497529993,5.747945205479452,1.1291706387035272,0.34033613445362265,0.42570281124441006,0.3818181818179504,0.28880866425977886,1,1,Cluster 1 (n=77)
2456.0,367,2167.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36,0.23809523809523808,6.692098092643052,0.7410021171489062,5.9046321525885554,1.1333640978311028,0.34453781512588955,0.4016064257022736,0.40606060606036,0.3176895306857567,1,1,Cluster 1 (n=77)
2318.0,380,2170.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0.2857142857142857,6.1,0.7318278052223006,5.7105263157894735,1.0682027649769585,0.3487394957981565,0.42570281124441006,0.3818181818179504,0.321299638989004,1,1,Cluster 1 (n=77)
2527.0,381,2247.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38,0.2619047619047619,6.63254593175853,0.7311220889202541,5.897637795275591,1.1246105919003115,0.3655462184872243,0.4297188755014328,0.40909090909066115,0.3176895306857567,1,1,Cluster 1 (n=77)
2532.0,386,2234.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39,0.2619047619047619,6.5595854922279795,0.7275935074100212,5.787564766839378,1.1333930170098478,0.3571428571426904,0.41365461847334184,0.40909090909066115,0.3357400722019929,1,1,Cluster 1 (n=77)
2437.0,389,2283.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0.2619047619047619,6.26478149100257,0.7254763585038815,5.868894601542417,1.067455102934735,0.35294117647042345,0.43775100401547823,0.40909090909066115,0.35018050541498186,1,1,Cluster 1 (n=77)
2442.0,394,2270.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0.2619047619047619,6.197969543147208,0.7219477769936485,5.761421319796955,1.0757709251101322,0.34453781512588955,0.4216867469873873,0.40909090909066115,0.36823104693121805,1,1,Cluster 1 (n=77)
2449.0,396,2314.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0.2619047619047619,6.184343434343434,0.7205363443895554,5.843434343434343,1.0583405358686258,0.36134453781495735,0.4297188755014328,0.40909090909066115,0.35018050541498186,1,1,Cluster 1 (n=77)
2683.0,397,2394.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,43,0.2857142857142857,6.758186397984887,0.7198306280875089,6.030226700251889,1.120718462823726,0.390756302520826,0.44979919678654645,0.4363636363633719,0.33935018050524013,1,1,Cluster 1 (n=77)
2658.0,404,2396.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44,0.2619047619047619,6.579207920792079,0.7148906139731828,5.930693069306931,1.1093489148580968,0.38655462184855904,0.4538152610435692,0.4333333333330707,0.33212996389874566,1,1,Cluster 1 (n=77)
2593.0,405,2430.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0.2857142857142857,6.402469135802469,0.7141848976711362,6.0,1.0670781893004115,0.37815126050402514,0.45783132530059195,0.4363636363633719,0.37184115523446526,1,1,Cluster 1 (n=77)
2695.0,413,2427.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,46,0.23809523809523808,6.52542372881356,0.7085391672547636,5.876513317191283,1.1104243922538113,0.37815126050402514,0.4738955823286829,0.4363636363633719,0.35018050541498186,1,1,Cluster 1 (n=77)
2702.0,418,2416.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,47,0.23809523809523808,6.464114832535885,0.7050105857445307,5.779904306220096,1.1183774834437086,0.36974789915949124,0.441767068272501,0.4363636363633719,0.3754512635377125,1,1,Cluster 1 (n=77)
2656.9,419,2457.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0.3333333333333333,6.341050119331743,0.7043048694424842,5.863961813842482,1.0813593813593814,0.36974789915949124,0.48594377509975106,0.4363636363633719,0.382671480144207,1,1,Cluster 1 (n=77)
2814.0,420,2543.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49,0.2857142857142857,6.7,0.7035991531404375,6.054761904761905,1.1065670467951239,0.4117647058821607,0.4738955823286829,0.46060606060578146,0.3537906137182291,1,1,Cluster 1 (n=77)
2853.0,429,2576.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50,0.2619047619047619,6.65034965034965,0.6972477064220184,6.004662004662005,1.107531055900621,0.40336134453762684,0.4779116465857056,0.4636363636360826,0.3790613718409597,1,1,Cluster 1 (n=77)
2812.9,435,2604.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0.35714285714285715,6.466436781609196,0.6930134086097389,5.9862068965517246,1.0802227342549924,0.39495798319309294,0.5060240963848648,0.4636363636360826,0.4043321299636904,1,1,Cluster 1 (n=77)
2858.0,437,2563.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,52,0.2619047619047619,6.540045766590389,0.6916019760056458,5.864988558352403,1.1150994927818962,0.39495798319309294,0.4618473895576147,0.4636363636360826,0.3971119133571959,1,1,Cluster 1 (n=77)
2890.0,439,2610.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,53,0.30952380952380953,6.5831435079726655,0.6901905434015526,5.945330296127563,1.10727969348659,0.42436974789896154,0.48594377509975106,0.4636363636360826,0.37184115523446526,1,1,Cluster 1 (n=77)
2835.9,441,2614.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54,0.35714285714285715,6.43061224489796,0.6887791107974595,5.927437641723356,1.0848890589135425,0.39495798319309294,0.5140562248989102,0.46969696969668506,0.40794223826693765,1,1,Cluster 1 (n=77)
2914.9,443,2601.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,55,0.30952380952380953,6.5799097065462755,0.6873676781933663,5.871331828442438,1.1206843521722414,0.39495798319309294,0.5220883534129557,0.4636363636360826,0.382671480144207,1,1,Cluster 1 (n=77)
2817.9,445,2634.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,56,0.35714285714285715,6.332359550561798,0.6859562455892732,5.919101123595506,1.0698177676537586,0.390756302520826,0.5060240963848648,0.4636363636360826,0.41155234657018486,1,1,Cluster 1 (n=77)
2800.0,447,2646.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0.30952380952380953,6.263982102908278,0.68454481298518,5.919463087248322,1.0582010582010581,0.4117647058821607,0.49397590361379656,0.4636363636360826,0.4043321299636904,1,1,Cluster 1 (n=77)
3009.0,448,2723.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,58,0.2857142857142857,6.716517857142857,0.6838390966831334,6.078125,1.1050312155710613,0.4285714285712285,0.4979919678708193,0.49090909090879337,0.4007220216604432,1,1,Cluster 1 (n=77)
3014.0,453,2710.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,59,0.2857142857142857,6.653421633554084,0.6803105151729005,5.9823399558498895,1.1121771217712177,0.4201680672266946,0.48192771084272834,0.49090909090879337,0.4187725631766793,1,1,Cluster 1 (n=77)
2961.9,454,2750.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60,0.38095238095238093,6.5240088105726874,0.6796047988708539,6.057268722466961,1.0770545454545455,0.40756302520989374,0.534136546184024,0.49090909090879337,0.43321299638966826,1,1,Cluster 1 (n=77)
3072.9,459,2750.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,61,0.3333333333333333,6.6947712418300656,0.6760762173606211,5.991285403050109,1.1174181818181819,0.4201680672266946,0.5261044176699784,0.49090909090879337,0.41155234657018486,1,1,Cluster 1 (n=77)
3165.0,464,2870.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,62,0.30952380952380953,6.821120689655173,0.6725476358503881,6.185344827586207,1.102787456445993,0.4537815126048302,0.518072289155933,0.5181818181815041,0.4223826714799266,1,1,Cluster 1 (n=77)
3110.9,477,2881.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,63,0.40476190476190477,6.5218029350104825,0.6633733239237827,6.039832285115304,1.079798681013537,0.4201680672266946,0.5622489959831831,0.5181818181815041,0.4620938628156462,1,1,Cluster 1 (n=77)
3228.9,478,2897.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,64,0.35714285714285715,6.755020920502092,0.662667607621736,6.060669456066946,1.1145667932343803,0.4453781512602963,0.5461847389550921,0.5181818181815041,0.43321299638966826,1,1,Cluster 1 (n=77)
