satisfaction,effort,time,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11,req_12,req_13,req_14,req_15,req_16,req_17,req_18,req_19,req_20,req_21,req_22,req_23,req_24,req_25,req_26,req_27,req_28,req_29,req_30,req_31,req_32,req_33,req_34,req_35,req_36,req_37,req_38,req_39,req_40,req_41,req_42,id,productivity,response,opportunity,scope,squandering,stcov_cv1,stcov_cv2,stcov_cv3,stcov_cv4,score
5629.5,847,4685.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,261,6.646399055489964,5.531286894923259,1.2016008537886873,0.6904761904761905,0.40225829216654907,0.7226890756299147,0.7831325301194336,0.8060606060601175,0.765342960288414,1.9911240474377156
5507.5,824,4549.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,247,6.683859223300971,5.520631067961165,1.2107056495933173,0.6666666666666666,0.41848976711362035,0.6932773109240461,0.7710843373483653,0.7969696969692139,0.7472924187721778,1.9745327065532468
5602.5,841,4643.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,258,6.661712247324614,5.520808561236623,1.2066551798406202,0.6666666666666666,0.40649258997882853,0.7142857142853808,0.7911646586334791,0.8181818181813223,0.7472924187721778,1.9720249232430007
5563.5,834,4614.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,253,6.670863309352518,5.532374100719425,1.2057867360208063,0.6666666666666666,0.4114326040931546,0.7184873949576478,0.7791164658624108,0.781818181817708,0.7581227436819195,1.9626735247448843
5542.5,828,4603.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,249,6.693840579710145,5.559178743961352,1.204106017814469,0.6666666666666666,0.41566690190543404,0.7142857142853808,0.7791164658624108,0.7999999999995152,0.7364620938624361,1.9552824795400265
5441.5,811,4478.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,238,6.709617755856967,5.52157829839704,1.2151630192050022,0.6428571428571429,0.42766407904022585,0.6890756302517791,0.7670682730913426,0.7727272727268044,0.7400722021656833,1.9475805720846737
5420.5,805,4467.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,233,6.733540372670808,5.549068322981366,1.2134542198343408,0.6428571428571429,0.4318983768525053,0.6848739495795122,0.7670682730913426,0.7909090909086116,0.7184115523461999,1.940313472172191
5476.5,815,4532.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,241,6.719631901840491,5.560736196319018,1.2084068843777582,0.6428571428571429,0.42484121383203954,0.7100840336131139,0.7751004016053881,0.7757575757571056,0.7292418772559416,1.9276756864914848
5358.5,801,4418.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,231,6.689762796504369,5.515605493133583,1.2128791308284292,0.6428571428571429,0.4347212420606916,0.6806722689072453,0.7429718875492062,0.7696969696965033,0.7184115523461999,1.920265410688961
5354.5,792,4396.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,226,6.7607323232323235,5.55050505050505,1.218039126478617,0.6190476190476191,0.4410726887791108,0.6806722689072453,0.7630522088343199,0.766666666666202,0.7111913357397054,1.914285819141175
5292.5,788,4347.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,222,6.716370558375634,5.516497461928934,1.2175063262019783,0.6190476190476191,0.44389555398729713,0.6764705882349783,0.7389558232921835,0.7454545454540936,0.7111913357397054,1.8942621333791352
5271.5,782,4336.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,218,6.741048593350383,5.544757033248082,1.2157518450184501,0.6190476190476191,0.4481298517995766,0.6722689075627114,0.7389558232921835,0.7636363636359008,0.689530685920222,1.8870187006486092
5538.7,835,4678.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,254,6.633173652694611,5.6023952095808385,1.1839888841385207,0.6666666666666666,0.410726887791108,0.7058823529408469,0.7911646586334791,0.8090909090904187,0.7725631768949084,1.863727174133603
5205.5,769,4265.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,208,6.769180754226268,5.5461638491547465,1.2205158264947245,0.5952380952380952,0.4573041637261821,0.6680672268904444,0.7349397590351607,0.7393939393934913,0.6823104693137275,1.8620032374601494
5573.7,839,4732.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,257,6.64326579261025,5.640047675804529,1.1778740490278952,0.6666666666666666,0.4079040225829217,0.7268907563021817,0.7991967871475245,0.81212121212072,0.7617328519851667,1.8467082782620412
5478.7,822,4638.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,246,6.665085158150851,5.642335766423358,1.18126347563605,0.6666666666666666,0.4199011997177135,0.7058823529408469,0.7791164658624108,0.7909090909086116,0.7617328519851667,1.8463610320127002
5598.7,845,4772.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,259,6.625680473372781,5.647337278106509,1.1732397317686505,0.6666666666666666,0.4036697247706422,0.7310924369744486,0.8112449799185927,0.81212121212072,0.765342960288414,1.829929514298075
5356.7,799,4502.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,230,6.704255319148936,5.6345431789737175,1.1898489560195469,0.6428571428571429,0.4361326746647848,0.6764705882349783,0.7670682730913426,0.781818181817708,0.7436823104689305,1.8279841894010593
5451.7,816,4596.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,243,6.681004901960784,5.632352941176471,1.18618363794604,0.6428571428571429,0.42413549752999297,0.697478991596313,0.7871485943764563,0.8030303030298164,0.7436823104689305,1.826783563529965
5412.7,809,4567.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,237,6.690605686032138,5.645241038318912,1.1851762645062405,0.6428571428571429,0.429075511644319,0.70168067226858,0.7751004016053881,0.766666666666202,0.7545126353786723,1.8170491069516108
5391.7,803,4556.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,232,6.714445828144458,5.673723536737235,1.1834284460052678,0.6428571428571429,0.43330980945659847,0.697478991596313,0.7751004016053881,0.7848484848480092,0.7328519855591888,1.809749670479685
5290.7,786,4431.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,220,6.731170483460559,5.637404580152672,1.1940194087113518,0.6190476190476191,0.4453069865913903,0.6722689075627114,0.7630522088343199,0.7575757575752985,0.7364620938624361,1.800134854110381
5532.7,832,4701.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,252,6.649879807692307,5.650240384615385,1.176919804296958,0.6428571428571429,0.41284403669724773,0.7268907563021817,0.80722891566157,0.7878787878783103,0.7581227436819195,1.7992800896013141
5269.7,780,4420.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,217,6.756025641025641,5.666666666666667,1.192239819004525,0.6190476190476191,0.44954128440366975,0.6680672268904444,0.7630522088343199,0.7757575757571056,0.7148014440429526,1.792968099369662
5504.7,826,4687.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,248,6.664285714285714,5.674334140435835,1.174461275869426,0.6428571428571429,0.4170783345095272,0.7100840336131139,0.7911646586334791,0.7999999999995152,0.7581227436819195,1.7863239768764168
5409.7,809,4593.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,236,6.686897404202719,5.677379480840544,1.177814064881341,0.6428571428571429,0.429075511644319,0.6890756302517791,0.7710843373483653,0.7787878787874069,0.7581227436819195,1.7860480599862076
5325.7,790,4485.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,225,6.741392405063291,5.677215189873418,1.1874470457079151,0.6190476190476191,0.442484121383204,0.6932773109240461,0.7710843373483653,0.7606060606055997,0.7256317689526943,1.7812716341430521
5550.7,838,4738.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,256,6.623747016706444,5.6539379474940334,1.1715280709159983,0.6428571428571429,0.40860973888496827,0.7184873949576478,0.8032128514045472,0.781818181817708,0.7833935018046502,1.776887880570455
5529.7,832,4727.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,251,6.646274038461538,5.681490384615385,1.1698117199069176,0.6428571428571429,0.41284403669724773,0.7142857142853808,0.8032128514045472,0.7999999999995152,0.7617328519851667,1.7693832281590023
5287.7,786,4457.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,219,6.72735368956743,5.6704834605597965,1.1863809737491586,0.6190476190476191,0.4453069865913903,0.6596638655459105,0.7590361445772972,0.7696969696965033,0.7400722021656833,1.767929586919576
5203.7,767,4349.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,205,6.784485006518905,5.670143415906128,1.1965279374568867,0.5952380952380952,0.45871559633027525,0.6638655462181775,0.7590361445772972,0.7515151515146961,0.7075812274364582,1.7660334552791013
5343.7,796,4522.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,228,6.713190954773869,5.680904522613066,1.1817116320212295,0.6190476190476191,0.4382498235709245,0.6848739495795122,0.7670682730913426,0.7545454545449972,0.750902527075425,1.756885514714325
5428.7,815,4602.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,242,6.660981595092024,5.646625766871166,1.1796392872664059,0.6190476190476191,0.42484121383203954,0.6890756302517791,0.7911646586334791,0.7727272727268044,0.765342960288414,1.7559833723292297
5322.7,790,4511.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,224,6.73759493670886,5.710126582278481,1.179937929505653,0.6190476190476191,0.442484121383204,0.6806722689072453,0.7670682730913426,0.7727272727268044,0.7292418772559416,1.7496722934972972
5141.7,763,4300.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,202,6.738794233289646,5.6356487549148095,1.1957441860465117,0.5952380952380952,0.46153846153846156,0.6596638655459105,0.7349397590351607,0.7303030303025877,0.7075812274364582,1.7444985473563999
5221.7,773,4386.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,210,6.755109961190168,5.6739974126778785,1.1905380756953945,0.5952380952380952,0.4544812985179958,0.6554621848736436,0.7550200803202745,0.7454545454540936,0.7328519855591888,1.7402547270277409
5463.7,819,4656.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,245,6.671184371184371,5.684981684981685,1.1734750859106529,0.6190476190476191,0.42201834862385323,0.7100840336131139,0.7991967871475245,0.7757575757571056,0.7545126353786723,1.7388610998450513
5200.7,767,4375.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,204,6.78057366362451,5.704041720990873,1.1887314285714286,0.5952380952380952,0.45871559633027525,0.6512605042013766,0.7550200803202745,0.7636363636359008,0.7111913357397054,1.733182567709369
5256.7,777,4440.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,215,6.765379665379665,5.714285714285714,1.1839414414414413,0.5952380952380952,0.4516584333098095,0.6764705882349783,0.7630522088343199,0.7484848484843949,0.7220216606494472,1.7213623671227167
4711.7,704,3866.0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,159,6.6927556818181815,5.4914772727272725,1.2187532333160889,0.5714285714285714,0.5031757233592096,0.6008403361341733,0.6867469879508878,0.6696969696965638,0.6209386281585245,1.7165791980658858
5054.7,744,4218.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,190,6.793951612903226,5.669354838709677,1.1983641536273115,0.5714285714285714,0.47494707127734653,0.6512605042013766,0.730923694778138,0.7242424242419853,0.6787003610104803,1.7113872136451187
5138.7,763,4326.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,201,6.734862385321101,5.669724770642202,1.1878640776699028,0.5952380952380952,0.46153846153846156,0.6470588235291097,0.730923694778138,0.7424242424237925,0.7111913357397054,1.7112666878043168
5134.7,754,4304.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,196,6.809946949602121,5.708222811671088,1.1930065055762082,0.5714285714285714,0.46788990825688076,0.6470588235291097,0.7510040160632517,0.7393939393934913,0.703971119133211,1.7064438521717398
5258.7,786,4460.0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,221,6.6904580152671755,5.674300254452926,1.1790807174887892,0.5952380952380952,0.4453069865913903,0.6722689075627114,0.7630522088343199,0.7636363636359008,0.7148014440429526,1.690293214907594
4729.7,710,3903.0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,164,6.661549295774647,5.497183098591549,1.2118114271073532,0.5714285714285714,0.49894142554693016,0.5924369747896394,0.6827309236938651,0.6636363636359615,0.6462093862812551,1.6861907638434863
5072.7,750,4255.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,194,6.763599999999999,5.673333333333333,1.1921739130434783,0.5714285714285714,0.47071277346506707,0.6428571428568427,0.7269076305211153,0.7181818181813829,0.703971119133211,1.6845029792150759
4708.7,704,3892.0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,158,6.688494318181818,5.528409090909091,1.2098406988694759,0.5714285714285714,0.5031757233592096,0.5882352941173724,0.6827309236938651,0.6818181818177687,0.6245487364617718,1.6787446800538115
5051.7,744,4244.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,189,6.78991935483871,5.704301075268817,1.190315739868049,0.5714285714285714,0.47494707127734653,0.6386554621845758,0.7269076305211153,0.7363636363631901,0.6823104693137275,1.6774675988230268
5008.7,741,4168.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,186,6.7593792172739535,5.624831309041835,1.2017034548944336,0.5476190476190477,0.47706422018348627,0.6344537815123088,0.730923694778138,0.7181818181813829,0.6787003610104803,1.67412997856443
4905.7,725,4072.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,176,6.76648275862069,5.616551724137931,1.2047396856581531,0.5476190476190477,0.4883556810162315,0.6386554621845758,0.7028112449789788,0.6969696969692746,0.6498194945845024,1.6692215494572098
